1               1                   
2               448                 
3               3172                
4               3172                
5               3172                
6               3172                
7               3172                
8               3172                
9               3172                
10              3172                
11              3172                
12              3172                
13              3171                
14              3172                
15              3172                
16              3171                
17              3170                
18              3171                
19              3172                
20              3172                
21              3172                
22              3172                
23              3172                
24              3172                
25              3172                
26              3170                
27              3172                
28              3172                
29              3172                
30              3171                
31              3172                
32              3172                
33              3172                
34              3171                
35              3171                
36              3171                
37              3172                
38              3172                
39              3172                
40              3170                
41              3172                
42              3172                
43              3172                
44              3172                
45              3172                
46              3172                
47              3172                
48              3171                
49              3172                
50              3172                
51              3172                
52              3171                
53              3172                
54              3171                
55              3172                
56              3172                
57              3172                
58              3172                
59              3171                
60              3171                
60              3172  
