     0          0.00000315
     1          0.00000946
     2          0.00000946
     3          0.00001261
     4          0.00001892
     5          0.00001892
     6          0.00002208
     7          0.00003469
     8          0.00003784
     9          0.00004415
    10          0.00006623
    11          0.00008200
    12          0.00010723
    13          0.00014822
    14          0.00018291
    15          0.00022076
    16          0.00025860
    17          0.00034691
    18          0.00048567
    19          0.00065912
    20          0.00090196
    21          0.00117002
    22          0.00152324
    23          0.00190799
    24          0.00249142
    25          0.00323254
    26          0.00424172
    27          0.00545590
    28          0.00699806
    29          0.00920565
    30          0.01189260
    31          0.01537428
    32          0.01999760
    33          0.02574995
    34          0.03337559
    35          0.04283984
    36          0.05488066
    37          0.06941606
    38          0.08664787
    39          0.10677162
    40          0.12954133
    41          0.15523136
    42          0.18224909
    43          0.21010887
    44          0.23800333
    45          0.26435248
    46          0.28795161
    47          0.30834658
    48          0.32628166
    49          0.34059630
    50          0.35259612
    51          0.36242620
    52          0.37084027
    53          0.37657685
    54          0.38173630
    55          0.38633124
    56          0.38928310
    57          0.39147808
    58          0.39306439
    59          0.39494714
    60          0.39675421
    61          0.39730296
    62          0.39881989
    63          0.39969977
    64          0.40039674
    65          0.40053234
    66          0.40145007
    67          0.40161091
    68          0.40178436
    69          0.40203981
    70          0.40288185
    71          0.40264848
    72          0.40333598
    73          0.40315938
    74          0.40321930
    75          0.40270524
    76          0.40301431
    77          0.40375227
    78          0.40388157
    79          0.40357882
    80          0.40389419
    81          0.40397303
    82          0.40360405
    83          0.40339906
    84          0.40302061
    85          0.40270524
    86          0.40301431
    87          0.40375227
    88          0.40388157
    89          0.40357882
