     0       1000.00000000
     1       6766.00000000
     2      82014.00000000
     3     995772.00000000
     4    8768203.00000000
     5   41656189.00000000
     6   89316067.00000000
     7   89988564.00000000
     8   52734971.00000000
     9   22155115.00000000
    10    7609885.00000000
    11    2464412.00000000
    12     855664.00000000
    13     316430.00000000
    14      97141.00000000
    15      24301.00000000
    16       5824.00000000
    17       1282.00000000
    18        314.00000000
    19         75.00000000
    20         10.00000000
    21          1.00000000
